post_id,name,brand,slug,detail_url,image_filename,button_latency_cable_ms,button_latency_dongle_ms,button_latency_bluetooth_ms,stick_latency_cable_ms,stick_latency_dongle_ms,stick_latency_bluetooth_ms,latscore_wired,latscore_wireless,min_latency_ms,avg_latency_ms,max_latency_ms,jitter_ms,platforms,interfaces,price,date_published,tags,image_downloaded
69,Machenike G5 Pro V2,Machenike,machenike-g5-pro-v2,https://gamepadla.com/machenike-g5-pro-v2.html,69_machenike-g5-pro-v2.webp,1.41,11.1,17.88,9.55,31.24,27.42,A,D,0.28,18.6025,49.63,6.28,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 43.62 – $ 69.99 , find on: Amazon , Aliexpress",2025-12-25T23:59:53+02:00,android;hall;ios;linux;macos;switch;verified;windows,yes
122,EasySMX X20,EasySMX,easysmx-x20,https://gamepadla.com/easysmx-x20.html,122_easysmx-x20.webp,4.23,13.69,24.71,14.31,34.02,,B,E,2.21,16.211818181818185,59.83,10.96,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 38.46 – $ 59.99 , find on: Amazon , Aliexpress",2025-12-19T11:11:16+02:00,android;hall;ios;linux;macos;switch;verified;windows,yes
134,GameSir Super Nova,Gamesir,gamesir-nova-pro,https://gamepadla.com/gamesir-nova-pro.html,134_gamesir-nova-pro.webp,7.32,20.38,26.01,,,,,,3.0,16.799090909090907,43.56,6.15,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"$ 49.99 , find on: Amazon , Aliexpress",2025-12-15T23:23:36+02:00,android;hall;ios;linux;macos;switch;verified;windows,yes
131,Machenike G5 Pro Max SE,Machenike,machenike-g5-pro-max-se,https://gamepadla.com/machenike-g5-pro-max-se.html,131_machenike-g5-pro-max-se.webp,2.21,17.27,40.98,,,,,,1.26,16.805,118.5,20.95,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 35.99 – $ 55.99 , find on: Aliexpress",2025-12-28T21:50:50+02:00,android;hall;ios;linux;macos;switch;verified;windows,yes
129,Machenike G3 V2,Machenike,machenike-g3-v2,https://gamepadla.com/machenike-g3-v2.html,129_machenike-g3-v2.webp,5.99,14.33,28.11,,,,,,3.37,16.143333333333334,96.24,7.07,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"$ 27.69 , find on: Amazon",2025-12-16T00:54:03+02:00,android;hall;ios;linux;macos;switch;windows,yes
92,Beitong Kunpeng 20,Beitong,beitong-kp20,https://gamepadla.com/beitong-kp20.html,92_beitong-kp20.webp,1.82,6.3,17.81,11.27,55.88,25.13,A,E,1.2,19.701666666666664,58.6,11.84,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"$ 45.99 , find on: Aliexpress",2025-12-23T10:41:00+02:00,android;ios;linux;macos;switch;tmr;verified;windows,yes
103,Beitong Zeus 2,Beitong,beitong-zeus-2,https://gamepadla.com/beitong-zeus-2.html,103_beitong-zeus-2.webp,5.21,28.29,24.69,35.53,,,C,,1.45,20.51375,38.04,3.6,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"$ 114.70 , find on: Aliexpress",2026-01-04T22:41:28+02:00,android;ios;linux;macos;potentiometers;switch;verified;windows,yes
120,Machenike G1 Pro,Machenike,machenike-g1-pro,https://gamepadla.com/machenike-g1-pro.html,120_machenike-g1-pro.webp,4.94,13.33,17.01,4.62,26.26,26.06,A,D,2.71,18.535,38.91,4.91,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"$ 36.99 , find on: Amazon",,android;ios;linux;macos;switch;tmr;verified;windows,yes
119,Vilcorn Z04,Vilcorn,vilcorn-z04,https://gamepadla.com/vilcorn-z04.html,119_vilcorn-z04.webp,28.12,56.61,30.13,,,,,,20.73,34.7025,82.62,9.13,Android;iOS;Switch;Windows,Cable;Dongle;Bluetooth,"$ 25.99 , find on: Aliexpress",2026-02-06T06:50:39+02:00,android;hall;ios;switch;verified;windows,yes
105,PB Tails Crush 550,PB Tails,pb-tails-crush-550,https://gamepadla.com/pb-tails-crush-550.html,105_pb-tails-crush-550.webp,6.7,15.8,34.45,,,,,,4.01,22.29125,115.95,18.12,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 79.99 – $ 83.71 , find on: Aliexpress",,android;ios;linux;macos;switch;tmr;verified;windows,yes
99,NYXI Master P1,NYXI,nyxi-master-p1,https://gamepadla.com/nyxi-master-p1.html,99_nyxi-master-p1.webp,7.69,12.36,28.79,,,,,,2.52,15.768333333333333,49.08,6.45,Android;iOS;Switch;Windows,Cable;Dongle;Bluetooth,"$ 49.99 , find on: Amazon",,android;hall;ios;switch;verified;windows,yes
117,8BitDo Ultimate 2C Bluetooth,8BitDo,8bitdo-ultimate-2c-bluetooth,https://gamepadla.com/8bitdo-ultimate-2c-bluetooth.html,117_8bitdo-ultimate-2c-bluetooth.webp,32.84,,14.68,,,,,,5.02,23.76,45.4,7.04,Android;iOS;Linux;Switch;Windows,Cable;Bluetooth,"Price range: $ 26.39 – $ 29.99 , find on: Amazon , Aliexpress",,android;hall;ios;linux;switch;verified;windows,yes
116,Flydigi Dune Fox,Flydigi,flydigi-dune-fox,https://gamepadla.com/flydigi-dune-fox.html,116_flydigi-dune-fox.webp,8.68,12.31,,,,,,,3.29,12.475,24.43,3.02,Android;iOS;Linux;Switch;Windows,Cable;Dongle,"$ 24.99 , find on: Aliexpress",2025-12-16T07:24:50+02:00,android;hall;ios;linux;macos;switch;verified;windows,yes
80,Crush Defender Controller,PB Tails,crush-defender-controller,https://gamepadla.com/crush-defender-controller.html,80_crush-defender-controller.webp,6.99,15.7,16.81,8.33,14.72,18.22,B,C,3.42,14.216,44.97,4.84,Android;iOS;Switch;Windows,Cable;Dongle;Bluetooth,$ 109.99,,android;ios;switch;tmr;verified;windows,yes
22,Flydigi Vader 3 Pro,Flydigi,flydigi-vader-3-pro,https://gamepadla.com/flydigi-vader-3-pro.html,22_flydigi-vader-3-pro.webp,9.84,10.92,38.73,29.34,30.16,51.97,C,C,4.2,27.043333333333333,57.94,3.6,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,Price range: $ 40.55 – $ 79.98 Discontinued,2025-12-17T07:21:12+02:00,android;hall;ios;linux;macos;switch;verified;windows,yes
275,Dawn Breaker,YUYIU,dawn-breaker,https://gamepadla.com/dawn-breaker.html,275_dawn-breaker.webp,,,,,,,,,,,,,Windows,,$ 30.00,,windows,yes
273,Beitong Kunpeng 20D,Beitong,beitong-kunpeng-20d,https://gamepadla.com/beitong-kunpeng-20d.html,273_beitong-kunpeng-20d.webp,,,,,,,,,,,,,,,$ 49.99,,,yes
266,Acegamer Hypershadow D4,Acegamer,acegamer-hypershadow-d4,https://gamepadla.com/acegamer-hypershadow-d4.html,266_acegamer-hypershadow-d4.webp,6.13,12.0,14.39,2.98,26.46,24.7,A,C,2.15,13.96875,41.37,5.89,,Cable;Dongle;Bluetooth,$ 49.99,2026-08-28T21:47:58+03:00,,yes
265,Mobapad Huben 2,Mobapad,mobapad-huben-2,https://gamepadla.com/mobapad-huben-2.html,265_mobapad-huben-2.webp,7.31,,,13.46,,,B,,3.36,10.385,14.43,2.26,,Cable,$ 79.99,,,yes
264,QRD Spark N7,QRD,qrd-spark-n7,https://gamepadla.com/qrd-spark-n7.html,264_qrd-spark-n7.webp,,,,,,,,,,,,,,,$ 60.00,,,yes
263,MH5 Standard,Battle Beaver,mh5-standard,https://gamepadla.com/mh5-standard.html,263_mh5-standard.webp,,,,,,,,,,,,,,,$ 277.99,,,yes
262,SN30 2.4G Wireless Gamepad,8BitDo,sn30-2-4g-wireless-gamepad,https://gamepadla.com/sn30-2-4g-wireless-gamepad.html,262_sn30-2-4g-wireless-gamepad.webp,,,,,,,,,,,,,Switch;Windows,,$ 29.99,,switch;windows,yes
261,N30 2.4G Wireless Gamepad,8BitDo,n30-2-4g-wireless-gamepad,https://gamepadla.com/n30-2-4g-wireless-gamepad.html,261_n30-2-4g-wireless-gamepad.webp,,,,,,,,,,,,,Switch;Windows,,$ 29.99,,switch;windows,yes
260,NEOGEO Wireless Controller,8BitDo,neogeo-wireless-controller,https://gamepadla.com/neogeo-wireless-controller.html,260_neogeo-wireless-controller.webp,,,,,,,,,,,,,,,$ 34.99,,,yes
259,8Bitdo M30 2.4G Wireless Gamepad,8BitDo,m30-2-4g-wireless-gamepad-for-the-original-sega-genesis,https://gamepadla.com/m30-2-4g-wireless-gamepad-for-the-original-sega-genesis.html,259_m30-2-4g-wireless-gamepad-for-the-original-sega-genesis.webp,,,,,,,,,,,,,Switch;Windows,,$ 29.99,,switch;windows,yes
258,Flydigi Vader 5 pro v2,Flydigi,flydigi-vader-5-pro-v2,https://gamepadla.com/flydigi-vader-5-pro-v2.html,258_flydigi-vader-5-pro-v2.webp,2.96,,,2.02,,,A+,,1.23,2.49,3.71,0.37,Android;iOS;Linux;Switch;Windows,Cable,$ 79.99,2026-08-19T08:01:46+03:00,android;hall;ios;linux;switch;windows,yes
256,PowerA Advantage,PowerA,powera-advantage,https://gamepadla.com/powera-advantage.html,256_powera-advantage.webp,,,,,,,,,,,,,,,$ 44.99,,,yes
254,GameSir G7 Pro Tri-Mode Xbox,GameSir,gamesir-g7-pro-tri-mode-xbox,https://gamepadla.com/gamesir-g7-pro-tri-mode-xbox.html,254_gamesir-g7-pro-tri-mode-xbox.webp,,,,,,,,,,,,,,,$ 115.00,,,yes
253,GameSir Tarantula Pro Xbox,GameSir,gamesir-tarantula-pro-xbox,https://gamepadla.com/gamesir-tarantula-pro-xbox.html,253_gamesir-tarantula-pro-xbox.webp,2.97,,,2.33,,,A+,,1.06,2.6500000000000004,3.56,0.52,,Cable,,2026-08-02T22:57:13+03:00,symmetric,yes
252,Haute42 C16,Cosmox,haute42-c16,https://gamepadla.com/haute42-c16.html,252_haute42-c16.webp,2.59,,,,,,,,0.59,2.3000000000000003,4.0,0.77,,Cable,,,,yes
251,AceGamer C16,AceGamer,acegamer-c16,https://gamepadla.com/acegamer-c16.html,251_acegamer-c16.webp,10.5,,,58.57,,,E,,3.7,35.406666666666666,71.74,3.49,,Cable,,,,yes
250,Backbone One v2,Backbone,backbone-one-v2,https://gamepadla.com/backbone-one-v2.html,250_backbone-one-v2.webp,,,,8.79,,,,,4.44,8.79,12.78,2.43,,Cable,,,,yes
249,Nintendo GameCube Controller,Nintendo,nintendo-gamecube-controller,https://gamepadla.com/nintendo-gamecube-controller.html,249_nintendo-gamecube-controller.webp,7.46,,,12.16,,,B,,2.33,9.81,16.02,3.89,,Cable,,,,yes
248,HORI Octa Pro,Hori,hori-octa-pro,https://gamepadla.com/hori-octa-pro.html,248_hori-octa-pro.webp,,,,,,,,,,,,,,,,,,yes
247,Hyperstrike DS4,Hyperstrike,hyperstrike-8k-ds4,https://gamepadla.com/hyperstrike-8k-ds4.html,247_hyperstrike-8k-ds4.webp,1.05,,,0.35,,,A+,,0.02,0.7162499999999999,1.34,0.09,,Cable,,2026-08-20T19:59:46+03:00,,yes
240,Mad Catz Street Fighter V Arcade FightStick Tournament Edition 2+,Mad Catz,mad-catz-street-fighter-v-arcade-fightstick-tournament-edition-2,https://gamepadla.com/mad-catz-street-fighter-v-arcade-fightstick-tournament-edition-2.html,240_mad-catz-street-fighter-v-arcade-fightstick-tournament-edition-2.webp,5.14,,,,,,,,1.9,5.804,17.9,2.99,,Cable,$ 229.90 Discontinued,,verified,yes
239,Haute42 U16,Haute42,haute42-u16,https://gamepadla.com/haute42-u16.html,239_haute42-u16.webp,1.54,,,,,,,,0.5,1.54,3.5,0.52,,Cable,$ 69.99,,,yes
238,COSMOX M Ultra Gen2,Haute42,cosmox-m-ultra-gen2,https://gamepadla.com/cosmox-m-ultra-gen2.html,238_cosmox-m-ultra-gen2.webp,1.53,,,,,,,,0.5,1.53,2.65,0.11,,Cable,$ 149.99,,,yes
234,G7 Pro 8k,GameSir,g7-pro-8k,https://gamepadla.com/g7-pro-8k.html,234_g7-pro-8k.webp,,,,,,,,,1.11,4.848333333333334,20.67,2.36,,,$ 89.99,,tmr,yes
232,FightingBox Mini,FightingBox,fightingbox-mini,https://gamepadla.com/fightingbox-mini.html,232_fightingbox-mini.webp,1.56,,,,,,,,0.5,1.56,3.57,0.46,,Cable,"$ 41.86 , find on: Aliexpress",,,yes
228,Teensy 4.0 XInput Controller,Teensy,teensy-4-0-xinput-controller,https://gamepadla.com/teensy-4-0-xinput-controller.html,228_teensy-4-0-xinput-controller.webp,0.21,,,0.74,,,A+,,0.09,0.5728571428571428,1.48,0.21,Windows,Cable,,2026-03-22T20:02:36+02:00,optional;windows,yes
224,8BitDo Arcade Controller for Xbox,8BitDo,8bitdo-arcade-controller-for-xbox,https://gamepadla.com/8bitdo-arcade-controller-for-xbox.html,224_8bitdo-arcade-controller-for-xbox.webp,4.77,7.27,13.94,,,,,,2.7,8.4775,53.1,7.63,,Cable;Dongle;Bluetooth,$ 99.99,,,yes
223,Azeron Cyborg II,Azeron,azeron-cyborg-ii,https://gamepadla.com/azeron-cyborg-ii.html,223_azeron-cyborg-ii.webp,3.21,,,6.2,,,A+,,1.87,4.705,9.27,0.85,,Cable,,,,yes
222,Furycube M30 HE,Furycube,furycube-m30-he,https://gamepadla.com/furycube-m30-he.html,222_furycube-m30-he.webp,3.16,,,,,,A+,,2.77,3.16,3.8,0.17,,Cable,$ 39.99,,verified,yes
221,Razer Tartarus V2,Razer,razer-tartarus-v2,https://gamepadla.com/razer-tartarus-v2.html,221_razer-tartarus-v2.webp,14.44,,,,,,B,,13.58,14.44,15.4,0.43,,Cable,"$ 79.99 , find on: Amazon",,verified,yes
210,GameCube Controller Super Smash Bros,Nintendo,gamecube-controller-super-smash-bros,https://gamepadla.com/gamecube-controller-super-smash-bros.html,210_gamecube-controller-super-smash-bros.webp,3.08,,,7.48,,,A,,2.51,5.28,9.14,0.59,Switch;Windows,Cable,$ 124.99,,potentiometers;switch;windows,yes
208,Machenike G6 Pro V2,Machenike,machenike-g6-pro-v2,https://gamepadla.com/machenike-g6-pro-v2.html,208_machenike-g6-pro-v2.webp,6.12,14.12,20.88,10.76,33.16,66.9,A,D,3.52,25.323333333333334,84.52,4.57,Windows,Cable;Dongle;Bluetooth,,,windows,yes
202,LeadJoy Blade Plus,LeadJoy,leadjoy-blade-plus,https://gamepadla.com/leadjoy-blade-plus.html,202_leadjoy-blade-plus.webp,5.03,,13.82,,,,,,2.66,9.425,34.22,4.78,Android;iOS;Linux;Switch;Windows,Cable;Bluetooth,"$ 39.99 , find on: Amazon",,android;hall;ios;linux;macos;switch;windows,yes
203,Allone PS5 Controller,Allone,allone-ps5-controller,https://gamepadla.com/allone-ps5-controller.html,203_allone-ps5-controller.webp,13.31,19.02,,,,,,,10.05,16.165,24.09,2.14,,Cable;Dongle,,,,yes
197,Sony Dualshock 2,Sony,sony-dualshock-2,https://gamepadla.com/sony-dualshock-2.html,197_sony-dualshock-2.webp,16.19,,,18.2,,,C,,8.71,17.195,23.26,4.66,,Cable,$ 29.99 Discontinued,,potentiometers;symmetric,yes
195,Hyperkin Competitor,Hyperkin,hyperkin-competitor,https://gamepadla.com/hyperkin-competitor.html,195_hyperkin-competitor.webp,4.95,,,6.08,,,A,,2.35,5.515000000000001,8.17,1.28,Windows;Xbox One;Xbox S/X,Cable,"$ 49.99 , find on: Amazon",,hall;symmetric;windows;xbox_one;xbox_series,yes
189,MH4-JDM05X,Marius Heier,marius-heier-jdm-5x-board,https://gamepadla.com/marius-heier-jdm-5x-board.html,189_marius-heier-jdm-5x-board.webp,1.43,,,1.63,,,A+,,0.51,3.05,13.05,1.17,Windows,Cable,"$ 96.80 , find on: lectronz.com",2025-12-15T12:14:57+02:00,symmetric;windows,yes
182,Logitech MX Keys S,Logitech,logitech-mx-keys-s,https://gamepadla.com/logitech-mx-keys-s.html,182_logitech-mx-keys-s.webp,,21.51,22.47,,,,,D,9.92,21.990000000000002,33.99,6.35,,Dongle;Bluetooth,,,,yes
171,Stealth Pivot,Turtle Beach,turtle-beach-stealth-pivot,https://gamepadla.com/turtle-beach-stealth-pivot.html,171_turtle-beach-stealth-pivot.webp,4.43,7.17,14.73,32.51,36.02,44.06,C,D,2.52,23.153333333333336,58.86,5.07,Android;Linux;Windows;Xbox One;Xbox S/X,Cable;Dongle;Bluetooth,"$ 139.99 , find on: Amazon",2025-12-14T17:11:39+02:00,android;display;hall;linux;verified;windows;xbox_one;xbox_series,yes
169,EasySMX D10,EasySMX,easysmx-d10,https://gamepadla.com/easysmx-d10.html,169_easysmx-d10.webp,8.33,17.55,18.22,3.9,16.33,85.85,A,C,2.98,25.059375,96.48,7.51,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"$ 49.99 , find on: Amazon , Aliexpress",2025-12-15T12:12:25+02:00,android;ios;linux;macos;switch;tmr;verified;windows,yes
166,Aolion K20,Aolion,aolion-k20,https://gamepadla.com/aolion-k20.html,166_aolion-k20.webp,,,,,,,,,0.12,5.8100000000000005,45.0,6.53,Android;iOS;Switch;Windows,,$ 29.99,2025-08-07T00:41:55+03:00,android;hall;ios;switch;windows,yes
160,Palmlab M.001,Palmlab,palmlab-m-001,https://gamepadla.com/palmlab-m-001.html,160_palmlab-m-001.webp,3.85,14.46,39.56,,,,,,1.65,20.118571428571432,110.9,19.81,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"$ 39.90 , find on: Amazon",,android;hall;ios;linux;macos;switch;verified;windows,yes
154,Rexus Asta GX150,Rexus,rexus-asta-gx150,https://gamepadla.com/rexus-asta-gx150.html,154_rexus-asta-gx150.webp,,,,,,,,,0.51,2.42,8.82,0.18,Android;Switch;Windows,,$ 19.99,2026-08-16T17:50:53+03:00,android;hall;ps3;switch;windows,yes
155,Beitong Kunpeng 50 v2,Beitong,beitong-kunpeng-50,https://gamepadla.com/beitong-kunpeng-50.html,155_beitong-kunpeng-50.webp,,,,,,,,,74.74,78.925,83.65,1.92,Android;Switch;Windows,,"$ 89.99 , find on: MiniXPC",,android;hall;switch;windows,yes
151,EasySMX D05,EasySMX,easysmx-d05,https://gamepadla.com/easysmx-d05.html,151_easysmx-d05.webp,,,,,,,,,0.89,4.586666666666667,33.8,3.24,Android;iOS;Linux;Switch;Windows,,"Price range: $ 32.99 – $ 44.99 , find on: Amazon , Aliexpress",2025-12-16T11:58:50+02:00,android;hall;ios;linux;switch;windows,yes
152,Machenike G6,Machenike,machenike-g6,https://gamepadla.com/machenike-g6.html,152_machenike-g6.webp,,,,,,,,,0.96,7.760000000000001,55.07,7.96,Windows,,$ 45.92,,windows,yes
150,Mobapad Huben M9w,Mobapad,mobapad-huben-m9w,https://gamepadla.com/mobapad-huben-m9w.html,150_mobapad-huben-m9w.webp,8.88,,,,,,,,6.07,8.88,12.83,1.33,Android;iOS;PC;Switch,Cable,,,android;cable;gpdl;hall;ios;macos;nfc;pc;switch;wired,yes
149,Zd O+,ZD,zd-o,https://gamepadla.com/zd-o.html,149_zd-o.webp,25.28,14.42,25.23,,,,,,0.75,12.194285714285714,42.24,4.89,Windows,Cable;Dongle;Bluetooth,$ 89.99 Discontinued,,windows,yes
112,Lenovo S03,Lenovo,lenovo-s03,https://gamepadla.com/lenovo-s03.html,112_lenovo-s03.webp,4.65,15.95,25.21,,,,,,2.13,15.270000000000001,70.46,8.29,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,$ 99.99,,android;ios;linux;macos;potentiometers;ps3;switch;windows,yes
147,Rexus Daxa Borion AX8,Rexus,rexus-daxa-borion-ax8,https://gamepadla.com/rexus-daxa-borion-ax8.html,147_rexus-daxa-borion-ax8.webp,,,,,,,,,0.71,3.688333333333333,22.94,4.34,Android;iOS;Switch;Windows,,$ 35.99,,android;hall;ios;switch;windows,yes
94,Thunderobot G80,Thunderobot,thunderobot-g80,https://gamepadla.com/thunderobot-g80.html,94_thunderobot-g80.webp,5.64,,,,,,,,2.91,5.949999999999999,9.19,1.48,Android;iOS;Switch;Windows,Cable,"Price range: $ 69.99 – $ 73.99 , find on: Aliexpress",2026-01-09T04:15:28+02:00,android;hall;ios;switch;windows,yes
111,Anbernic RG P01,Anbernic,anbernic-rg-p01,https://gamepadla.com/anbernic-rg-p01.html,111_anbernic-rg-p01.webp,7.41,12.97,16.23,,,,,,1.98,13.463333333333333,40.93,5.91,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"$ 29.99 , find on: Amazon",,android;hall;ios;linux;macos;switch;windows,yes
109,PowerA Fortnite SE Xbox Series X|S,Microsoft,powera-fortnite-se-xbox-series-xs,https://gamepadla.com/powera-fortnite-se-xbox-series-xs.html,109_powera-fortnite-se-xbox-series-xs.webp,6.05,9.24,,,,,,,2.5,4.055,8.51,0.7,Windows;Xbox One;Xbox S/X,Cable;Dongle,"$ 79.99 , find on: Amazon",,hall;windows;xbox_one;xbox_series,yes
104,PowerA FUSION Pro Wireless Controller for Xbox,PowerA,powera-fusion-pro-wireless-controller-for-xbox,https://gamepadla.com/powera-fusion-pro-wireless-controller-for-xbox.html,104_powera-fusion-pro-wireless-controller-for-xbox.webp,4.82,6.85,,,,,,,2.42,5.835,10.85,1.41,Windows;Xbox One;Xbox S/X,Cable;Dongle,"Price range: $ 103.99 – $ 149.90 , find on: Amazon",,hall;windows;xbox_one;xbox_series,yes
142,Fantech WGP13s,Fantech,fantech-wgp13s,https://gamepadla.com/fantech-wgp13s.html,142_fantech-wgp13s.webp,,,,,,,,,0.93,4.5025,8.05,0.09,Android;Switch;Windows,,$ 25.55,2026-01-30T20:10:20+02:00,android;hall;ps3;switch;windows,yes
106,Gulikit KK3,Gulikit,gulikit-kk3,https://gamepadla.com/gulikit-kk3.html,106_gulikit-kk3.webp,7.95,,24.9,,,,,,3.28,18.301666666666666,94.59,13.41,Android;iOS;Linux;Switch;Windows,Cable;Bluetooth,"Price range: $ 33.99 – $ 39.99 , find on: Amazon , Aliexpress",,android;ios;linux;macos;switch;windows,yes
97,ZD S Super Legend,ZD,zd-s-super-legend,https://gamepadla.com/zd-s-super-legend.html,97_zd-s-super-legend.webp,11.46,,,,,,,,6.02,11.46,18.2,3.07,Android;iOS;Linux;Switch;Windows,Cable,$ 54.07,,android;hall;ios;linux;macos;ps3;switch;windows,yes
130,8BitDo Ultimate 2C Wired Controller,8BitDo,8bitdo-ultimate-2c-wired-controller,https://gamepadla.com/8bitdo-ultimate-2c-wired-controller.html,130_8bitdo-ultimate-2c-wired-controller.webp,,,,,,,,,1.0,1.01,2.0,0.12,Android;Windows,,"$ 19.99 , find on: Amazon , Aliexpress",2026-04-11T21:43:11+03:00,android;hall;windows,yes
76,Vilcorn Z03,Vilcorn,vilcorn-z03,https://gamepadla.com/vilcorn-z03.html,76_vilcorn-z03.webp,,,,,,,,,17.7,33.534,62.03,5.96,Android;iOS;Playstation 4;Switch;Windows,,"Price range: $ 13.91 – $ 22.19 , find on: Aliexpress",2025-12-14T17:16:47+02:00,android;hall;ios;ps3;ps4;switch;windows,yes
71,Fantech Nova Pro WGP14v2,Fantech,fantech-nova-pro-wgp14v2,https://gamepadla.com/fantech-nova-pro-wgp14v2.html,71_fantech-nova-pro-wgp14v2.webp,5.64,,8.44,,,,,,2.18,6.6066666666666665,30.43,4.8,Android;iOS;Linux;Playstation 4;Switch;Windows,Cable;Bluetooth,"$ 49.89 , find on: Aliexpress",,android;hall;ios;linux;macos;ps3;ps4;switch;symmetric;verified;windows,yes
79,Aolion K10,Aolion,aolion-k10,https://gamepadla.com/aolion-k10.html,79_aolion-k10.webp,2.7,12.73,21.96,,,,,,1.75,15.8525,61.35,8.12,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 29.39 – $ 52.99 , find on: Aliexpress",,android;hall;ios;linux;switch;windows,yes
125,BEITONG Kunpeng 40,Beitong,beitong-kunpeng-40,https://gamepadla.com/beitong-kunpeng-40.html,125_beitong-kunpeng-40.webp,,,,,,,,,0.47,1.2149999999999999,6.49,0.97,Android;Switch;Windows,,"Price range: $ 56.47 – $ 79.99 , find on: MiniXPC , Amazon , Aliexpress",,android;switch;tmr;windows,yes
61,EasySMX X05,EasySMX,easysmx-x05,https://gamepadla.com/easysmx-x05.html,61_easysmx-x05.webp,3.82,12.98,17.18,,,,,,1.39,13.263333333333334,47.73,8.08,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 14.22 – $ 24.99 , find on: Aliexpress",2025-12-25T00:44:10+02:00,android;hall;ios;linux;macos;switch;verified;windows,yes
145,Hexgaming Phantom,Hexgaming,hexgaming-phantom,https://gamepadla.com/hexgaming-phantom.html,145_hexgaming-phantom.webp,8.11,,8.26,25.27,,23.95,C,C,3.83,12.562857142857142,40.03,6.74,Android;iOS;Linux;Playstation 5;Windows,Cable;Bluetooth,"$ 249.99 , find on: Amazon",,android;hall;ios;linux;macos;ps5;symmetric;windows,yes
62,GameSir K1 Kaleid for Xbox,Microsoft,gamesir-k1-for-xbox,https://gamepadla.com/gamesir-k1-for-xbox.html,62_gamesir-k1-for-xbox.webp,4.61,,,,,,,,0.51,7.91,29.66,1.81,Windows;Xbox One;Xbox S/X,Cable,"$ 42.99 , find on: Amazon , Aliexpress",,hall;verified;windows;xbox_one;xbox_series,yes
58,Datafrog S80,Datafrog,datafrog-s80,https://gamepadla.com/datafrog-s80.html,58_datafrog-s80.webp,17.37,,18.07,,,,,,10.31,17.72,38.51,4.8,Android;iOS;Linux;Switch;Windows,Cable;Bluetooth,"$ 18.83 , find on: Aliexpress",,android;ios;linux;potentiometers;switch;windows,yes
65,GuliKit KK3 Pro,Gulikit,gulikit-kk3-pro,https://gamepadla.com/gulikit-kk3-pro.html,65_gulikit-kk3-pro.webp,3.0,19.64,21.53,,,,,,1.47,34.30166666666667,134.2,31.71,Android;iOS;Linux;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 50.10 – $ 69.99 , find on: Aliexpress , Amazon",,android;hall;ios;linux;macos;switch;verified;windows,yes
128,Cosmic Byte Stellaris,Cosmic,cosmic-byte-stellaris,https://gamepadla.com/cosmic-byte-stellaris.html,128_cosmic-byte-stellaris.webp,,,,,,,,,0.97,4.8825,22.99,4.18,Android;iOS;Linux;Switch;Windows,,$ 36.99,,android;hall;ios;linux;macos;switch;windows,yes
88,Ryunix G80,Ryunix,ryunix-g80,https://gamepadla.com/ryunix-g80.html,88_ryunix-g80.webp,,,,,,,,,0.5,5.252000000000001,12.66,1.69,Android;Switch;Windows,,$ 26.99,,android;hall;ps3;switch;windows,yes
64,8BitDo Ultimate C Wired for Xbox,8BitDo,8bitdo-ultimate-c-wired-controller-for-xbox,https://gamepadla.com/8bitdo-ultimate-c-wired-controller-for-xbox.html,64_8bitdo-ultimate-c-wired-controller-for-xbox.webp,7.83,,,,,,,,5.31,7.83,10.77,1.3,Linux;Windows;Xbox One;Xbox S/X,Cable,"Price range: $ 34.99 – $ 42.74 , find on: Amazon",,hall;linux;windows;xbox_one;xbox_series,yes
60,BigBig Won Gale Hall,Mojhon,bigbig-won-gale-hall,https://gamepadla.com/bigbig-won-gale-hall.html,60_bigbig-won-gale-hall.webp,5.71,11.93,28.24,8.07,15.28,74.31,A,B,0.91,14.252,84.21,4.59,Android;iOS;Switch;Windows,Cable;Dongle;Bluetooth,"Price range: $ 40.21 – $ 59.99 , find on: Amazon , Aliexpress",2025-12-19T18:35:54+02:00,android;hall;ios;macos;switch;verified;windows,yes
